dateTime,outTemp,appTemp,outHumidity,dewpoint,heatindex,humidex,altimeter,barometer,pressure,dayRain,monthRain,yearRain,rainRate,windDir,windGust,windGustDir,windSpeed,windSpeed10,windchill,cloudbase,dayET,forecastIcon,forecastRule,sunrise,sunset
1641026442,7.72222222222222,5.07438176822642,48,-2.59430059958071,5.80333333333334,7.72222222222222,1028.45646207952,1029.46200028022,943.349344715644,0,0,0,0,352,4.828032,37,1.609344,1.609344,7.72222222222222,1981.68553697275,0,8,1,1641020340,1641051540
1641029926,9.11111111111111,3.69692077140625,45,-2.19522796746071,7.25277777777778,9.11111111111111,1028.52892218836,1029.5297280434,943.416907203838,0,0,0,0,283,16.09344,287,16.09344,4.828032,6.69651249648183,2102.3636350537,0,8,1,1641020340,1641051540
1641033410,9.72222222222222,6.64987512785274,47,-1.04711389244675,7.97722222222222,9.72222222222222,1028.48690314731,1029.29268087228,943.377728246309,0,0,0,0,311,6.437376,320,4.828032,1.609344,9.72222222222222,2036.89239642283,0,6,9,1641020340,1641051540
1641036895,11.6666666666667,9.88127555039805,49,1.30964454073297,10.1683333333333,11.6666666666667,1028.13413245294,1028.71699488528,943.048802306686,0,0,0,0,,1.609344,149,0,1.609344,11.6666666666667,1986.62319985986,0,6,9,1641020340,1641051540
1641040378,13.2777777777778,11.1751324462667,44,1.28243661131627,11.81,13.2777777777778,1027.78016987535,1027.83653396399,942.718766564209,0,0,0,0,195,4.828032,240,1.609344,1.609344,13.2777777777778,2186.36656082069,0,6,9,1641020340,1641051540
1641043862,14.2222222222222,12.2518168781207,38,0.101766118486072,12.6922222222222,14.2222222222222,1027.12279379169,1027.36243962176,942.10583121687,0,0,0,0,,0,,0,0,14.2222222222222,2445.45992999899,0,6,12,1641020340,1641051540
1641047347,14.5555555555556,12.7930449546204,41,1.45276581441339,13.1372222222222,14.5555555555556,1027.15039916395,1027.19312021382,942.131570271657,0,0,0,0,,0,,0,1.609344,14.5555555555556,2321.38635545528,0,6,12,1641020340,1641051540
1641050831,12.7777777777778,10.5068914055002,42,0.186019737417012,11.2077777777778,12.7777777777778,1027.12001071903,1027.5317590297,942.103236300017,0,0,0,0,200,1.609344,200,1.609344,4.828032,12.7777777777778,2259.08152535411,0,6,9,1641020340,1641051540
1641054315,12.2777777777778,9.00225272038404,42,-0.265018150171371,10.6577777777778,12.2777777777778,1027.24054854736,1027.83653396399,942.215624986704,0,0,0,0,311,8.04672,311,6.437376,3.218688,12.2777777777778,2253.11207944589,0,6,9,1641020340,1641051540
1641057797,12.1111111111111,9.12698087154695,42,-0.415384231710068,10.4744444444444,12.1111111111111,1027.17143915284,1027.76880620082,942.151187815424,0,0,0,0,248,4.828032,238,4.828032,4.828032,12.1111111111111,2251.12471704665,0,6,9,1641020340,1641051540
1641061281,10.7777777777778,8.25452637207628,42,-1.61867517160827,9.00777777777778,10.7777777777778,1027.44595058141,1028.24290054305,942.407140913086,0,0,0,0,302,3.218688,302,1.609344,1.609344,10.7777777777778,2235.26998784583,0,6,9,1641020340,1641051540
1641064765,10.3333333333333,8.07080595927279,42,-2.01991533341768,8.51888888888889,10.3333333333333,1027.67281898033,1028.47994771417,942.618672576291,0,0,0,0,,0,,0,1.609344,10.3333333333333,2230.00253479917,0,6,9,1641020340,1641051540
1641068249,9.22222222222222,5.69848437230377,45,-2.09406570276608,7.375,9.22222222222222,1027.90472004931,1028.71699488528,942.834897337258,0,0,0,0,33,8.04672,30,6.437376,4.828032,8.47390140398001,2103.57659539399,0,6,9,1641020340,1641051540
1641071733,8.83333333333333,5.57779684245263,45,-2.44815188492167,6.94722222222223,8.83333333333333,1028.37678980575,1028.85245041164,943.275057610427,0,0,0,0,8,4.828032,27,4.828032,4.828032,8.83333333333334,2099.33345993534,0,6,9,1641020340,1641051540
